generations,N,M,K,P,b,c,β,u,v,p1,p2,ϵ,DD_mean,DC_mean,CD_mean,CC_mean,DD_var,DC_var,CD_var,CC_var,set_1_mean,set_2_mean,set_3_mean,set_4_mean,set_1_var,set_2_var,set_3_var,set_4_var,opinion_-40_mean,opinion_-39_mean,opinion_-38_mean,opinion_-37_mean,opinion_-36_mean,opinion_-35_mean,opinion_-34_mean,opinion_-33_mean,opinion_-32_mean,opinion_-31_mean,opinion_-30_mean,opinion_-29_mean,opinion_-28_mean,opinion_-27_mean,opinion_-26_mean,opinion_-25_mean,opinion_-24_mean,opinion_-23_mean,opinion_-22_mean,opinion_-21_mean,opinion_-20_mean,opinion_-19_mean,opinion_-18_mean,opinion_-17_mean,opinion_-16_mean,opinion_-15_mean,opinion_-14_mean,opinion_-13_mean,opinion_-12_mean,opinion_-11_mean,opinion_-10_mean,opinion_-9_mean,opinion_-8_mean,opinion_-7_mean,opinion_-6_mean,opinion_-5_mean,opinion_-4_mean,opinion_-3_mean,opinion_-2_mean,opinion_-1_mean,opinion_0_mean,opinion_1_mean,opinion_2_mean,opinion_3_mean,opinion_4_mean,opinion_5_mean,opinion_6_mean,opinion_7_mean,opinion_8_mean,opinion_9_mean,opinion_10_mean,opinion_11_mean,opinion_12_mean,opinion_13_mean,opinion_14_mean,opinion_15_mean,opinion_16_mean,opinion_17_mean,opinion_18_mean,opinion_19_mean,opinion_20_mean,opinion_21_mean,opinion_22_mean,opinion_23_mean,opinion_24_mean,opinion_25_mean,opinion_26_mean,opinion_27_mean,opinion_28_mean,opinion_29_mean,opinion_30_mean,opinion_31_mean,opinion_32_mean,opinion_33_mean,opinion_34_mean,opinion_35_mean,opinion_36_mean,opinion_37_mean,opinion_38_mean,opinion_39_mean,opinion_40_mean,opinion_-40_var,opinion_-39_var,opinion_-38_var,opinion_-37_var,opinion_-36_var,opinion_-35_var,opinion_-34_var,opinion_-33_var,opinion_-32_var,opinion_-31_var,opinion_-30_var,opinion_-29_var,opinion_-28_var,opinion_-27_var,opinion_-26_var,opinion_-25_var,opinion_-24_var,opinion_-23_var,opinion_-22_var,opinion_-21_var,opinion_-20_var,opinion_-19_var,opinion_-18_var,opinion_-17_var,opinion_-16_var,opinion_-15_var,opinion_-14_var,opinion_-13_var,opinion_-12_var,opinion_-11_var,opinion_-10_var,opinion_-9_var,opinion_-8_var,opinion_-7_var,opinion_-6_var,opinion_-5_var,opinion_-4_var,opinion_-3_var,opinion_-2_var,opinion_-1_var,opinion_0_var,opinion_1_var,opinion_2_var,opinion_3_var,opinion_4_var,opinion_5_var,opinion_6_var,opinion_7_var,opinion_8_var,opinion_9_var,opinion_10_var,opinion_11_var,opinion_12_var,opinion_13_var,opinion_14_var,opinion_15_var,opinion_16_var,opinion_17_var,opinion_18_var,opinion_19_var,opinion_20_var,opinion_21_var,opinion_22_var,opinion_23_var,opinion_24_var,opinion_25_var,opinion_26_var,opinion_27_var,opinion_28_var,opinion_29_var,opinion_30_var,opinion_31_var,opinion_32_var,opinion_33_var,opinion_34_var,opinion_35_var,opinion_36_var,opinion_37_var,opinion_38_var,opinion_39_var,opinion_40_var,total_means_mean,total_means_var,total_vars_mean,total_vars_var,total_cooperation_mean,total_cooperation_var,party_cooperation_mean,enemy_cooperation_var,cityblock_ind_mean,cityblock_ind_var,cityblock_party_mean,cityblock_party_var,cityblock_enemy_mean,cityblock_enemy_var,cityblock_ind-party_mean,hamming_ind_mean,hamming_ind_var,hamming_party_mean,hamming_party_var,hamming_enemy_mean,hamming_enemy_var,hamming_ind-party_mean,DD_mean_final,DC_mean_final,CD_mean_final,CC_mean_final
2.0e7,40.0,4.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.0,0.0,1.0,0.32758356513424636,0.30363945952003,0.18013245249264154,0.18864452285308206,0.2131843579338819,0.20430509575727734,0.1415551756382807,0.14660261896493545,20.878810895621616,22.844234397542532,20.33254003708111,15.94441466975474,384.46722542238626,378.2373927979654,385.16721006203903,369.4605967153343,0.0,0.0,0.0,0.0,0.038043618719798965,0.0,0.0,0.0,0.0,0.0,0.03866602146299881,0.0,0.05733291487039361,0.0,0.02075267801374011,0.0,0.06974289751428348,0.0,0.0,0.0,0.0,0.0,0.029951592780467065,0.0,0.0,0.0,0.0,0.0,0.0830166384435201,0.0,0.04621289882150562,0.0,0.03430975642723576,0.0,0.024686562517413194,0.0,0.010201804988788612,0.0,0.01779880317784427,0.0,0.0,0.0,0.029864137229770153,0.0,0.04240820319954426,0.0,0.04509830166120546,0.0,0.03853555758135791,0.0,0.05966993557389246,0.0,0.04622712798738178,0.0,0.0,0.0,0.0,0.0,0.044496066972440726,0.0,0.0,0.0,0.0,0.0,0.042811721232682155,0.0,0.02104911688616017,0.0,0.020474559973635557,0.0,0.05779128151159547,0.0,0.0,0.0,0.0,0.0,0.08085780245234431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515715393179607,0.0,0.0,0.0,0.0,0.0,0.035730250680330616,0.0,0.05245120137734958,0.0,0.019298792754942822,0.0,0.06269828689969703,0.0,0.0,0.0,0.0,0.0,0.027884817873407648,0.0,0.0,0.0,0.0,0.0,0.07380832225449552,0.0,0.04250060852358927,0.0,0.03187699915961711,0.0,0.022990261027772393,0.0,0.009127931641410906,0.0,0.01650753296978095,0.0,0.0,0.0,0.027883210271862184,0.0,0.038990568993138616,0.0,0.041518083664560626,0.0,0.03567375512911669,0.0,0.05424635706302414,0.0,0.04245804578320782,0.0,0.0,0.0,0.0,0.0,0.04095546560843407,0.0,0.0,0.0,0.0,0.0,0.039485203957992696,0.0,0.019624456216198016,0.0,0.01916593924559669,0.0,0.052699696449867925,0.0,0.0,0.0,0.0,0.0,0.07228291364852296,0.0,0.0,0.0,0.0,0.06791002678277627,2.241173741756153,0.07982137747431094,0.14254319301985902,0.37161979266785106,0.2203113086322836,0.18104797342004175,0.1905718192478093,0.11146134323790259,0.12577528878366445,0.11146352567892694,0.1259232193845734,0.11145926991892946,0.12595279987840763,-2.182441024351495e-6,0.0733940078883671,0.06380637538177297,0.07340135791045088,0.06390346130248804,0.07338702536738746,0.06387296890852334,-7.350022083792603e-6,0.32905392999967276,0.3047736412502751,0.17245482999976441,0.19371759874970312
2.0e7,40.0,4.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.25,0.25,1.0,0.3550451080530496,0.3120066132218548,0.1623242868153174,0.17062399190977826,0.22125151618887454,0.20716356713370968,0.12993300406411107,0.1355878302743526,18.07992044000442,21.248417875087895,22.775425179143046,17.896236505764637,381.1459573895812,384.5533214447972,376.6928840914796,381.7774267477771,0.0,0.0,0.0,0.0,0.05497552055691553,0.0,0.0,0.0,0.0,0.0,0.04972799584844467,0.0,0.03893620478132196,0.0,0.014257303374594259,0.0,0.048066212607432636,0.0,0.0,0.0,0.0,0.0,0.03125002743055403,0.0,0.0,0.0,0.0,0.0,0.048450140363881095,0.0,0.06264238818653398,0.0,0.014137904770116401,0.0,0.036255943819114234,0.0,0.052541213747710355,0.0,0.060514750804736075,0.0,0.0,0.0,0.045716191904656006,0.0,0.04016309637982798,0.0,0.023575209801377235,0.0,0.03596083133550937,0.0,0.03370886479395196,0.0,0.09433545309247483,0.0,0.0,0.0,0.0,0.0,0.05218844154508658,0.0,0.0,0.0,0.0,0.0,0.02493920972559946,0.0,0.009374039756997792,0.0,0.039453122808159845,0.0,0.0451002113833216,0.0,0.0,0.0,0.0,0.0,0.043729721181682155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05010867596464575,0.0,0.0,0.0,0.0,0.0,0.04537884959012632,0.0,0.03574287517161429,0.0,0.013156669323914186,0.0,0.04410070425083483,0.0,0.0,0.0,0.0,0.0,0.029088564516058277,0.0,0.0,0.0,0.0,0.0,0.044508340191919314,0.0,0.05715235785928375,0.0,0.013230272762606654,0.0,0.033738251291146694,0.0,0.047705045079551915,0.0,0.05530156080798317,0.0,0.0,0.0,0.04228777259829387,0.0,0.03693809528706941,0.0,0.021735431882499344,0.0,0.03342177867670452,0.0,0.031086475773953754,0.0,0.08291944297599428,0.0,0.0,0.0,0.0,0.0,0.04796874211222656,0.0,0.0,0.0,0.0,0.0,0.02354701293648678,0.0,0.008501213866807966,0.0,0.03614455136143154,0.0,0.04125454033406698,0.0,0.0,0.0,0.0,0.0,0.0399180235666341,0.0,0.0,0.0,0.0,-0.021565987690778457,2.3174023367601926,0.09968044374994686,0.19599314893610215,0.3365448963424563,0.21001950730543542,0.16396441451530455,0.17258048182715166,0.11493965287372299,0.13114389896759027,0.11444436674139483,0.13016275764012047,0.11541017469943474,0.13252582050531772,0.0004952861323281592,0.07494414939768972,0.06507938128737326,0.07462576339798391,0.06457806480316369,0.07524661609741022,0.06577900581383045,0.0003183859997058016,0.35245737624956186,0.29590572124982745,0.17634745749973632,0.17528944499965693
2.0e7,40.0,4.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.5,0.5,1.0,0.2926204226321988,0.3460964404946422,0.17578274856762507,0.18550038830553398,0.1996759869737361,0.21802551093761938,0.13844645379770143,0.14502593510319645,20.775649956908335,17.58614118965882,21.09342588369856,20.54478296973428,384.2523233331463,380.0037300422541,384.37680182599246,385.38574405495484,0.0,0.0,0.0,0.0,0.0735212903599283,0.0,0.0,0.0,0.0,0.0,0.04254077541440136,0.0,0.08256511485749361,0.0,0.010499061916718781,0.0,0.023967507001805166,0.0,0.0,0.0,0.0,0.0,0.009974224445876423,0.0,0.0,0.0,0.0,0.0,0.06417002421277643,0.0,0.04745293486372584,0.0,0.015137742214569877,0.0,0.0004069083107273161,0.0,0.10299748177791769,0.0,0.02827105120716382,0.0,0.0,0.0,0.018944675336406924,0.0,0.05455821641343242,0.0,0.015989321333926592,0.0,0.008874696729183514,0.0,0.041464715751960236,0.0,0.08234098292550095,0.0,0.0,0.0,0.0,0.0,0.010198623044520941,0.0,0.0,0.0,0.0,0.0,0.02478905556727469,0.0,0.0375629881909451,0.0,0.06529089498383918,0.0,0.0683596475911307,0.0,0.0,0.0,0.0,0.0,0.07012206554877413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06554499053573444,0.0,0.0,0.0,0.0,0.0,0.03875320302104605,0.0,0.07322282913818011,0.0,0.009835618477467226,0.0,0.022548133576205012,0.0,0.0,0.0,0.0,0.0,0.009458145952287443,0.0,0.0,0.0,0.0,0.0,0.05834060845820991,0.0,0.04319926034077562,0.0,0.014142129893747933,0.0,0.00013844706450635136,0.0,0.08968080305388074,0.0,0.026591410883127903,0.0,0.0,0.0,0.01771332470784809,0.0,0.04965040634252959,0.0,0.015132342005743862,0.0,0.008166701489700563,0.0,0.03781072117570234,0.0,0.07329282093891581,0.0,0.0,0.0,0.0,0.0,0.009532233603050657,0.0,0.0,0.0,0.0,0.0,0.023432150988554935,0.0,0.035099213471723706,0.0,0.05901772091343699,0.0,0.06158326787021409,0.0,0.0,0.0,0.0,0.0,0.06265303467777876,0.0,0.0,0.0,0.0,-0.06222219654321131,3.067706559431138,0.11277803903369871,0.2506967784144009,0.364554375619167,0.21803510488636071,0.1776275643119418,0.18692681130722522,0.11150102315022806,0.12609191414013413,0.11019218481388449,0.12324694437372102,0.11274441956975446,0.12947012835386223,0.0013088383363435902,0.0744368847535064,0.06481614966413621,0.07355285731723891,0.06328625920062714,0.0752767108179605,0.0666291775269523,0.0008840274362674822,0.2945282112498732,0.3464693762499237,0.17739544749976968,0.18160696499978743
2.0e7,40.0,4.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.75,0.75,1.0,0.2992364514313082,0.33083912050893777,0.18787114511826974,0.1820532829414843,0.2021606102227175,0.21325279421839902,0.14641475170441853,0.14225650105809465,24.878129284548372,18.603431744253793,15.882098228772321,20.636340742425514,361.9453171390012,384.20756522090835,368.8958295049024,386.021135214811,0.0,0.0,0.0,0.0,0.08920608671077296,0.0,0.0,0.0,0.0,0.0,0.055318799704511125,0.0,0.09176877406840143,0.0,0.006742453792085901,0.0,0.0005728958015057888,0.0,0.0,0.0,0.0,0.0,0.008536703692405351,0.0,0.0,0.0,0.0,0.0,0.06589095467272474,0.0,0.06417664921240837,0.0,0.00521702193238767,0.0,0.004426580309634427,0.0,0.054860812229954876,0.0,0.011079039662275577,0.0,0.0,0.0,0.0020719429404476145,0.0,0.042856717063515716,0.0,0.00346524841859731,0.0,0.015644576908634616,0.0,0.06073184107045327,0.0,0.04762538346525647,0.0,0.0,0.0,0.0,0.0,0.00687293711817016,0.0,0.0,0.0,0.0,0.0,0.027757298457927865,0.0,0.0133514353693647,0.0,0.14740725431070809,0.0,0.08112678299295652,0.0,0.0,0.0,0.0,0.0,0.09329181009489944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07840851969332086,0.0,0.0,0.0,0.0,0.0,0.0504346989097983,0.0,0.08052606236728779,0.0,0.00652886837683599,0.0,0.00027933717232682767,0.0,0.0,0.0,0.0,0.0,0.008272207359630553,0.0,0.0,0.0,0.0,0.0,0.05913416455944925,0.0,0.05760053156427625,0.0,0.004812676708422691,0.0,0.004101007885673769,0.0,0.049858717051763625,0.0,0.010594352894175884,0.0,0.0,0.0,0.0018957948647130316,0.0,0.038831622117165635,0.0,0.0032285090318969656,0.0,0.014965971921974656,0.0,0.054797468553062285,0.0,0.043676069320999655,0.0,0.0,0.0,0.0,0.0,0.006433913739689829,0.0,0.0,0.0,0.0,0.0,0.026310901645069308,0.0,0.0128886360386743,0.0,0.12244654478747267,0.0,0.07190273106973848,0.0,0.0,0.0,0.0,0.0,0.08131535306764155,0.0,0.0,0.0,0.0,0.10363542479803196,3.437650352991359,0.1319558965152707,0.3275800753943487,0.3726016997035924,0.22061671659679022,0.18159799445947616,0.19100370524411625,0.11045568346471274,0.12836941527374968,0.10638505607802319,0.11891812150752352,0.1143227794820678,0.1394588298584557,0.004070627386689542,0.07156620969931314,0.061062048190668496,0.06894942014608485,0.056614127068135754,0.07405215977488003,0.06627945134469107,0.0026167895532282913,0.3181465887497932,0.3097097324997786,0.18261901874976616,0.18952465999968415
2.0e7,40.0,4.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,1.0,1.0,1.0,0.28118086493439637,0.24676811129066048,0.24447375725145792,0.22757726652348523,0.09149524194126261,0.08840868503367907,0.07375409595188756,0.08284023665523126,21.151518102693437,20.416726865737395,18.82871334284926,19.603041688719905,160.5844795966141,195.67792859861376,187.24641632389663,197.6427903125736,0.0,0.0,0.0,0.0,0.12438958058946775,0.0,0.0,0.0,0.0,0.0,0.0778144053991997,0.0,0.10377183590156466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04156995463500252,0.0,0.07434521114748827,0.0,0.0,0.0,0.0,0.0,0.0781090123272771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06245673541907026,0.0,0.0,0.0,0.0,0.0,0.08222495515416917,0.0,0.13250617874965676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0891682922684282,0.0,0.07826154704102516,0.0,0.0,0.0,0.0,0.0,0.05538229136765048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04597817273534477,0.0,0.0,0.0,0.0,0.0,0.03223043356625333,0.0,0.04041255429480795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01857281561591821,0.0,0.03107809298764592,0.0,0.0,0.0,0.0,0.0,0.03238568817375629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026868808553523155,0.0,0.0,0.0,0.0,0.0,0.03373210640900913,0.0,0.04794974231217025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03599417465665524,0.0,0.03240220751864153,0.0,0.0,0.0,0.0,0.0,0.024066736007468767,0.0,0.0,0.0,0.0,0.0,0.0,4.102564102564101,7.888609490466176e-31,0.47719414060999316,0.07251046390335604,0.3321067630805083,0.14508737752948475,2.068957910414019,0.004014904920185592,0.03628202663930261,0.016915984442111575,4.0,0.0,2.0326758837747163,1.09720420870233,0.3352437235447414,0.03628202663930261,0.016915984442111575,2.1050802816622065,1.2597202815104105,1.0609221820630275,0.2765621162499958,0.24843577499980227,0.24375288374997228,0.23124922500018674
2.0e7,40.0,4.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.0,0.0,1.0,0.278432673420407,0.3691473697695906,0.21181801601011024,0.1406019407998922,0.19396264137058974,0.22510079470359426,0.16085226962871452,0.11518074838808665,20.385219867487784,20.41147808825122,19.96964439057531,19.233657653685686,385.3637013121152,386.4231201068161,385.8789200369253,385.9013229867297,0.0,0.0,0.0,0.0,0.03886613950743669,0.0,0.0,0.0,0.0,0.0,0.04244453375308146,0.0,0.030262237207653492,0.0,0.016930711559404912,0.0,0.05922949393169478,0.0,0.0,0.0,0.0,0.0,0.039011303388260914,0.0,0.0,0.0,0.0,0.0,0.029852030285998313,0.0,0.0521987943222892,0.0,0.05042485136528604,0.0,0.03961737418792366,0.0,0.037758188180100655,0.0,0.027211337377147923,0.0,0.0,0.0,0.03047749830680565,0.0,0.052004595721966904,0.0,0.05801873427673698,0.0,0.037824779843067785,0.0,0.05070564301635316,0.0,0.024275676429129093,0.0,0.0,0.0,0.0,0.0,0.05721962876557619,0.0,0.0,0.0,0.0,0.0,0.027691519294915593,0.0,0.061178720212293314,0.0,0.0338640842297731,0.0,0.07066012801888177,0.0,0.0,0.0,0.0,0.0,0.032271996818222404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589741575475643,0.0,0.0,0.0,0.0,0.0,0.03922015221828694,0.0,0.028068230003865324,0.0,0.015642962344333954,0.0,0.05395481740925461,0.0,0.0,0.0,0.0,0.0,0.03616649013728897,0.0,0.0,0.0,0.0,0.0,0.027887144398018083,0.0,0.04800930141437079,0.0,0.046398253980474036,0.0,0.03672694937386869,0.0,0.03491997140309608,0.0,0.025032866549232775,0.0,0.0,0.0,0.028417721212020984,0.0,0.04765237121382379,0.0,0.0527143427789713,0.0,0.034997372651728226,0.0,0.04658608251929468,0.0,0.022383217334502194,0.0,0.0,0.0,0.0,0.0,0.052294871506202635,0.0,0.0,0.0,0.0,0.0,0.025895234195704858,0.0,0.0557035814505284,0.0,0.031455313596680155,0.0,0.06396572877403003,0.0,0.0,0.0,0.0,0.0,0.02999711722600455,0.0,0.0,0.0,0.0,0.0648004019555332,1.9025690835064522,0.07578268724284216,0.12973332704801327,0.35533908251705326,0.21527956007951524,0.17311586533890913,0.18222321717814413,0.11048404286484663,0.12595041335360235,0.11048263128897663,0.12610678777002687,0.11048538386192312,0.1261229139386046,1.411575869998015e-6,0.071188603452485,0.060295278644389216,0.07119133317942886,0.06038502363698038,0.07118601021188832,0.06035965033664359,-2.7297269438644864e-6,0.28834589749994316,0.36173165999978735,0.20230363374977775,0.14761880874978447
2.0e7,40.0,4.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.25,0.25,1.0,0.35737172320157096,0.3470599279411151,0.16247394375144755,0.13309440510586637,0.22225293085374262,0.21912593708691944,0.1303557388436413,0.1101871474078977,20.549629858353896,22.749614902799173,18.391564644913075,18.309190593933856,385.04479600202296,378.54363463295005,383.39760100922507,382.5617065602006,0.0,0.0,0.0,0.0,0.0923850434786087,0.0,0.0,0.0,0.0,0.0,0.0325498843027842,0.0,0.03818815204510267,0.0,0.02530267637207354,0.0,0.027624854020841444,0.0,0.0,0.0,0.0,0.0,0.039307579760690006,0.0,0.0,0.0,0.0,0.0,0.05816663426852032,0.0,0.060013925832559684,0.0,0.011778424345643093,0.0,0.026629980465001084,0.0,0.030096376105756887,0.0,0.02801537483247918,0.0,0.0,0.0,0.03232265237096376,0.0,0.06318263398985367,0.0,0.0315234232486987,0.0,0.02066161690768795,0.0,0.07236576542412415,0.0,0.05150244574986413,0.0,0.0,0.0,0.0,0.0,0.04524461276418819,0.0,0.0,0.0,0.0,0.0,0.019002160055435553,0.0,0.016698049072330606,0.0,0.05910411754977125,0.0,0.05917269671262797,0.0,0.0,0.0,0.0,0.0,0.05916092032439332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08172877344090021,0.0,0.0,0.0,0.0,0.0,0.029902603861903423,0.0,0.035104519858194856,0.0,0.023652431963397585,0.0,0.025984495522930955,0.0,0.0,0.0,0.0,0.0,0.036520605163907774,0.0,0.0,0.0,0.0,0.0,0.05280285965740789,0.0,0.05466604208246008,0.0,0.010886296420560004,0.0,0.024745061496869454,0.0,0.02776065024775684,0.0,0.026241530708558964,0.0,0.0,0.0,0.030038123828719506,0.0,0.056826410338934985,0.0,0.029555533453698612,0.0,0.01905636877832092,0.0,0.06493834021753597,0.0,0.04671985512192106,0.0,0.0,0.0,0.0,0.0,0.0420794866729256,0.0,0.0,0.0,0.0,0.0,0.017728637823723047,0.0,0.015674122988909994,0.0,0.05366699222653522,0.0,0.054000648713677116,0.0,0.0,0.0,0.0,0.0,0.05361272770775886,0.0,0.0,0.0,0.0,0.10617712743460407,2.5941002864278704,0.1006981112147773,0.20119704912583877,0.29954902570606906,0.1969888278483141,0.14593691896521702,0.15361210674085204,0.11564543858949843,0.13416983296365467,0.11513319477330204,0.13313988240046024,0.11613207021488499,0.13561185982945737,0.0005122438161963821,0.07326150120057187,0.06487665846515718,0.0729523184617133,0.06443409390461313,0.07355522480248752,0.06551372758701268,0.00030918273885856935,0.34377310749998113,0.35458154624952176,0.1729096562498063,0.12873568999975415
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
